Time,shipment_id,W60_T_mean,W60_T_std,W60_T_range,W60_delta,W60_slope,W60_hot_ratio_mean,W60_over_auc_mean,W60_over_dur_mean,W60_spatial_range_mean,W60_spatial_std_mean,W60_active_ratio_mean,y_next_120_R2
2019-03-13 10:20:00,S1,30.0261898,0.287188649,0.857141495,0.857142866,0.165306121,1.0,1561.571411,0.777777791,1.216666698,0.399450123,0.777777791,1.0
2019-03-13 10:30:00,S1,30.18095207,0.219564602,0.628572464,0.628571451,0.127346933,1.0,1570.857178,0.777777791,1.100000024,0.374226928,0.777777791,1.0
2019-03-13 10:40:00,S1,30.29999924,0.187536851,0.557142258,0.557142854,0.108571425,1.0,1578.0,0.777777791,1.0,0.352130234,0.777777791,1.0
2019-03-13 10:50:00,S1,30.39761925,0.146481797,0.41428566,0.414285719,0.084489793,1.0,1583.857178,0.777777791,0.899999976,0.328923106,0.777777791,1.0
2019-03-13 11:00:00,S1,30.46904755,0.112309299,0.314285278,0.314285725,0.063265309,1.0,1588.142822,0.777777791,0.816666663,0.308801323,0.777777791,1.0
2019-03-13 11:10:00,S1,30.52142906,0.075028338,0.200000763,0.200000003,0.040408164,1.0,1591.285767,0.777777791,0.766666651,0.297919959,0.777777791,1.0
2019-03-13 11:20:00,S1,30.55476189,0.046229731,0.128570557,0.128571436,0.022448979,1.0,1593.285767,0.777777791,0.733333349,0.291550577,0.777777791,1.0
2019-03-13 11:30:00,S1,30.58809471,0.03442103,0.114286423,0.114285715,0.01755102,1.0,1595.285767,0.777777791,0.75,0.290821791,0.777777791,1.0
2019-03-13 11:40:00,S1,30.63571358,0.090632699,0.257143021,0.257142872,0.042857144,1.0,1598.142822,0.777777791,0.766666651,0.297047108,0.777777791,1.0
2019-03-13 11:50:00,S1,30.69761848,0.139341667,0.357143402,0.357142866,0.073877551,1.0,1601.857178,0.777777791,0.800000012,0.305086523,0.777777791,1.0
2019-03-13 12:00:00,S1,30.80476189,0.229857489,0.642856598,0.642857134,0.127346933,1.0,1608.285767,0.777777791,0.866666675,0.325119853,0.777777791,1.0
2019-03-13 12:10:00,S1,31.0,0.397355199,1.17142868,1.171428561,0.219591841,1.0,1620.0,0.777777791,0.949999988,0.347387284,0.777777791,1.0
